source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,RT @CharlesHurt: #EqualJusticeUnderLaw https://t.co/bkmlp1mjsA,8/14/2020 13:46,5381,0,TRUE,1.29427E+18
Twitter for iPhone,RT @AlexMarlow: Rep Jerry Nadler is perhaps the best case for term limitshttps://t.co/HFxkhdcgEk,8/14/2020 13:45,7917,0,TRUE,1.29427E+18
Twitter for iPhone,Fake News will never change! https://t.co/AMX2jzMoXJ,8/14/2020 13:45,11741,40033,FALSE,1.29427E+18
Twitter for iPhone,Today we honor the brave Native American/First Nations soldiers who served our Nation and played a vital role in America's victory in WWII. The Navajo Code was never broken and saved untold American lives. Our country will be forever grateful. Happy Navajo Code Talkers Day!,8/14/2020 13:29,30297,130088,FALSE,1.29426E+18
Twitter for iPhone,RT @SPWTalessia: Crunch time #Trump2020 #LeadRight #BlackVoicesForTrump #BuckeyeBattalion #MAGA https://t.co/rN5t8jmHmT,8/14/2020 13:25,3478,0,TRUE,1.29426E+18
Twitter for iPhone,RT @SPWTalessia: Thank you 😘😘😘,8/14/2020 13:24,5121,0,TRUE,1.29426E+18
Twitter for iPhone,RT @RJC: Even more relevant today... President @realDonaldTrump is the MOST pro-Israel President in history!#Israel#UAE https://t.co/gd…,8/14/2020 13:23,5894,0,TRUE,1.29426E+18
Twitter for iPhone,RT @realDonaldTrump: The world will be laughing and taking full advantage of the United States if Joe Biden ever became President. Our Coun…,8/14/2020 11:56,32342,0,TRUE,1.29424E+18
Twitter for iPhone,RT @RichardGrenell: We need a Lion to change Washington DC. @realDonaldTrump https://t.co/l5ErFQ52p1,8/14/2020 11:55,20129,0,TRUE,1.29424E+18
Twitter for iPhone,RT @Cernovich: Nobel peace prize for Trump!,8/14/2020 11:54,14707,0,TRUE,1.29424E+18
Twitter for iPhone,RT @Cernovich: Other counties know that if Biden is elected the status quo foreign policy establishment will retake power and any hope fo…,8/14/2020 11:53,6688,0,TRUE,1.29424E+18
Twitter for iPhone,RT @ChuckRossDC: The hand-wringing over a Barr-Durham October Surprise is pretty rich given all the political damage that the debunked coll…,8/14/2020 11:52,6755,0,TRUE,1.29424E+18
Twitter for iPhone,RT @RichardGrenell: I have agreed to write a regular column for @thehill - there are very few news outlets that strive to be balanced in th…,8/14/2020 11:51,8019,0,TRUE,1.29424E+18
Twitter for iPhone,RT @RRocksss: We are representing Team God,8/14/2020 11:47,3977,0,TRUE,1.29424E+18
Twitter for iPhone,RT @RRocksss: Dear Lord I ask that you protect Donald Trump as he leads our nation head on against pure evil.. put all his enemies under h…,8/14/2020 11:47,4136,0,TRUE,1.29424E+18
Twitter for iPhone,Thank you Debbie! https://t.co/Mjvp1zQATH,8/14/2020 11:45,8288,47820,FALSE,1.29424E+18
Twitter for iPhone,RT @manganello_d: @McKaylaRoseJ I've never in my lifetime seen a president be so disrespected as him. I think most men would have gave up a…,8/14/2020 11:44,4454,0,TRUE,1.29424E+18
Twitter for iPhone,RT @Jakester_1: @McKaylaRoseJ And at the same time the most respected.  Interesting,8/14/2020 11:44,2524,0,TRUE,1.29424E+18
Twitter for iPhone,RT @SaynotoT: @McKaylaRoseJ Disrespected? A billion Indians love him. So do the vast majority of Japanese Israelis S Koreans Filipinos…,8/14/2020 11:42,4097,0,TRUE,1.29424E+18
Twitter for iPhone,Thank you! https://t.co/62wJYhQtSL,8/14/2020 11:41,7956,37350,FALSE,1.29424E+18
Twitter for iPhone,RT @KatrinaPierson: On now...,8/14/2020 11:36,3384,0,TRUE,1.29424E+18
Twitter for iPhone,"RT @FordOConnell: Spot on @HeyTammyBruce: ""Hiding Mr. Biden in a basement has been absurdly accepted by the media. Unable to toss Ms. Har…",8/14/2020 11:35,3775,0,TRUE,1.29424E+18
Twitter for iPhone,RT @TrumpWarRoom: Phony Kamala Harris said she's interested in packing the Supreme Court by adding four seats for liberal activists https:/…,8/14/2020 11:35,5302,0,TRUE,1.29424E+18
Twitter for iPhone,RT @GOPChairwoman: Biden and Harris want to raise your taxes eliminate your health plan and send your utility bills through the roof. T…,8/14/2020 11:35,12012,0,TRUE,1.29424E+18
Twitter for iPhone,RT @deneenborelli: Seriously? You are shameless @KamalaHarris clearly you will do anything for power. Roll tape. #PhonyKamala #HypocriteHar…,8/14/2020 11:35,6183,0,TRUE,1.29424E+18
Twitter for iPhone,RT @RepLeeZeldin: With a straight face Biden just said President Trump has been coddling terrorists around the world.🧐After Biden advised…,8/14/2020 11:34,14979,0,TRUE,1.29424E+18
Twitter for iPhone,RT @yogagenie: Pro-life groups denounce Biden-Harris as 'most pro-abortion ticket in history' - Washington Times https://t.co/XCv4wKk9Hk,8/14/2020 11:34,5439,0,TRUE,1.29424E+18
Twitter for iPhone,RT @RealDrGina: #Biden’s Disastrous Week Was a Product of His Own Incompetence https://t.co/AjoW8p5shq,8/14/2020 11:34,3880,0,TRUE,1.29424E+18
Twitter for iPhone,RT @Mike_Pence: We’ve created more jobs in the last 3 months than Joe Biden and Barack Obama created in their 8 years in office. https://t.…,8/14/2020 11:33,20335,0,TRUE,1.29424E+18
Twitter for iPhone,RT @kidgolferman: The Trump Campaign Just Got Some Head-Turning TERRIFIC NEWSRNC has registered 100K new voters in the 2020 cycle nearly…,8/14/2020 11:33,5536,0,TRUE,1.29424E+18
Twitter for iPhone,It was showing signs of future problems but was so good when I left 4 years ago! https://t.co/uF9T3ztMDd,8/14/2020 11:33,10383,40297,FALSE,1.29424E+18
Twitter for iPhone,Thank you James. Sadly you are 100% correct!!! https://t.co/tk9k4SJxTa,8/14/2020 11:31,74172,267780,FALSE,1.29424E+18
Twitter for iPhone,RT @GOPChairwoman: A Biden-Harris fracking ban would kill MILLIONS of jobs &amp; send energy prices through the roof.Who would benefit? Adv…,8/14/2020 11:30,10289,0,TRUE,1.29423E+18
Twitter for iPhone,RT @mschlapp: When Kamala Harris says she and Biden have a vision for the country just remember that vision is CA for All:  sanctuary citie…,8/14/2020 11:29,10966,0,TRUE,1.29423E+18
Twitter for iPhone,RT @madisongesiotto: It’s amazing being in my home state of Ohio touring with Women for Trump as we prepare to #KAG! https://t.co/6Bkhzv3Qjo,8/14/2020 11:28,3787,0,TRUE,1.29423E+18
Twitter for iPhone,RT @realDonaldTrump: The Fake News Media is giving @KamalaHarris a free pass despite her Radical Left failures and very poor run in the Dem…,8/14/2020 11:28,29622,0,TRUE,1.29423E+18
Twitter for iPhone,RT @BlackVoices4DJT: Phony @KamalaHarris attacked @JoeBiden for racist policies. Now they're jointly embracing the radical left.WATCH 🎥…,8/14/2020 11:27,4113,0,TRUE,1.29423E+18
Twitter for iPhone,"RT @newsmax: On healthcare plans this analyst says ""Kamala Harris is really Bernie Sanders with a skirt.” ➡ https://t.co/aP8sQHV30A https:…",8/14/2020 11:27,3276,0,TRUE,1.29423E+18
Twitter for iPhone,RT @MichelleMakori: Trump announces 'Historic Peace Agreement' between Israel UAEAmazing diplomacy by the Trump administration.https://t…,8/14/2020 11:27,3535,0,TRUE,1.29423E+18
Twitter for iPhone,RT @jepence: President Trump promised to bring manufacturing jobs back to places like Erie Pennsylvania—and he kept that promise by passin…,8/14/2020 11:27,4907,0,TRUE,1.29423E+18
Twitter for iPhone,RT @TedAbram1: CORRECT: Deneen said Harris “is well known as a far-left radical Senator” and supports socialist ideas such as the Green Ne…,8/14/2020 11:27,2899,0,TRUE,1.29423E+18
Twitter for iPhone,RT @MichelleMakori: More Sunni Arab states will follow the UAE/ Israel deal. They have had enough of the Palestinians rejecting every peace…,8/14/2020 11:26,4842,0,TRUE,1.29423E+18
Twitter for iPhone,RT @BlackVoices4DJT: BABIES FOR TRUMP! ❤️🤱🏾#BlackVoicesforTrump#Woke https://t.co/wPXU71IYz5,8/14/2020 11:25,7858,0,TRUE,1.29423E+18
Twitter for iPhone,RT @trish_regan: Why do Harris and Biden invite the press for a press conference if questions aren’t allowed? #TrishIntel,8/14/2020 11:25,12838,0,TRUE,1.29423E+18
Twitter for iPhone,RT @TeamTrump: Being Commander in Chief is more than just a job to President Trump.It’s a sworn duty to Keep America Safe. https://t.co/r…,8/14/2020 11:24,6107,0,TRUE,1.29423E+18
Twitter for iPhone,RT @TrumpWarRoom: HISTORIC: After 49 years Israel and the United Arab Emirates will fully normalize their diplomatic relations.This is a…,8/14/2020 11:24,4243,0,TRUE,1.29423E+18
Twitter for iPhone,RT @HikindDov: Historic indeed and it’s not under “progressives” that peace between Israel and its Arab neighbor is being achieved but bec…,8/14/2020 11:24,4086,0,TRUE,1.29423E+18
Twitter for iPhone,RT @FordOConnell: Bingo...,8/14/2020 11:21,3216,0,TRUE,1.29423E+18
Twitter for iPhone,RT @FordOConnell: Best news I have heard all week:Big 12 to move forward with plans for fall football seasonhttps://t.co/Lfr2UHz20h,8/14/2020 11:21,2143,0,TRUE,1.29423E+18
Twitter for iPhone,RT @SecretsBedard: 'She didn't even make it to Christmas': @BretBaier rips 'disingenuous' media coverage of Biden selecting Kamala Harris a…,8/14/2020 11:20,2733,0,TRUE,1.29423E+18
Twitter for iPhone,RT @FordOConnell: “Dems have shown they are not up to the task to get us to brighter days. Just look at the states and cities run by Democr…,8/14/2020 11:20,3146,0,TRUE,1.29423E+18
Twitter for iPhone,RT @RudyGiuliani: 82% of Americans would see their taxes go up under the Joe Biden tax plan!,8/14/2020 4:59,20506,0,TRUE,1.29414E+18
Twitter for iPhone,RT @RealJamesWoods: For those who thought he actually didn’t say this alarmingly insane rant here it is...,8/14/2020 4:59,33819,0,TRUE,1.29414E+18
Twitter for iPhone,RT @buds1008: @KatiePavlich @LindaSuhler Let's get this straight right away Camel Laugh and China Joe will lie lie and lie and the media…,8/14/2020 4:58,4332,0,TRUE,1.29414E+18
Twitter for iPhone,RT @buds1008: While Biden plays hide and seek with Camel Laugh Trump plays 3 dimensional Chess with the Middle East and wins historical de…,8/14/2020 4:58,6658,0,TRUE,1.29414E+18
Twitter for iPhone,.@DonYoungAK really produces for Alaska. He is an incredible Congressman who loves his State and works tirelessly for it. Strong on Public Lands Energy and our Second Amendment. He will never let you down and has my Complete and Total Endorsement! https://t.co/cUR3zuUfs6,8/13/2020 23:26,8761,32501,FALSE,1.29405E+18
Twitter for iPhone,...She will be a great Senator and has my Complete and Total Endorsement! https://t.co/7yHPhxqQVS,8/13/2020 23:23,6152,27758,FALSE,1.29405E+18
Twitter for iPhone,.@CynthiaMLummis is a friend of mine and a great woman. She is running for Senate in the very Special State of Wyoming. Cynthia is Strongly for our Military our Vets and protection of the Second Amendment...,8/13/2020 23:23,15365,62644,FALSE,1.29405E+18
Twitter for iPhone,RT @WhiteHouse: LIVE: President @realDonaldTrump holds a news conference https://t.co/uWAINTBssk,8/13/2020 21:27,8080,0,TRUE,1.29402E+18
Twitter for iPhone,https://t.co/ymvtIzQqoR,8/13/2020 18:59,7197,27840,FALSE,1.29399E+18
Twitter for iPhone,https://t.co/BY6PrMRmqJ,8/13/2020 18:59,7799,30576,FALSE,1.29399E+18
Twitter for iPhone,https://t.co/mx45DgJgG4,8/13/2020 18:59,8318,32269,FALSE,1.29399E+18
Twitter for iPhone,https://t.co/7i9aIfFIJp,8/13/2020 18:59,6345,21765,FALSE,1.29399E+18
Twitter for iPhone,https://t.co/YuZ88w0gIF,8/13/2020 18:59,7055,23762,FALSE,1.29399E+18
Twitter for iPhone,https://t.co/eDLyAEyeW6,8/13/2020 18:59,16286,61830,FALSE,1.29399E+18
Twitter for iPhone,https://t.co/GjE7vZd3SA https://t.co/1Bcbpr1D9d,8/13/2020 18:22,17852,59212,FALSE,1.29398E+18
Twitter for iPhone,The world will be laughing and taking full advantage of the United States if Joe Biden ever became President. Our Country would COLLAPSE! https://t.co/lxcyxYL9YC,8/13/2020 15:50,32466,100454,FALSE,1.29394E+18
Twitter for iPhone,Great National Champions thank you Coach O! https://t.co/XD2t79CUyq,8/13/2020 15:47,11674,56119,FALSE,1.29394E+18
Twitter for iPhone,HUGE breakthrough today! Historic Peace Agreement between our two GREAT friends Israel and the United Arab Emirates!,8/13/2020 14:50,70112,329554,FALSE,1.29392E+18
Twitter for iPhone,Joint Statement of the United States the State of Israel and the United Arab Emirates https://t.co/oVyjLxf0jd,8/13/2020 14:50,35151,110211,FALSE,1.29392E+18
Twitter for iPhone,https://t.co/0wz3UZgIuj,8/13/2020 14:35,20263,64920,FALSE,1.29392E+18
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump: It's amazing the way Sleepy Joe buys into the Radical Left https://t.co/yw3awb8aUF,8/13/2020 14:34,7645,0,TRUE,1.29392E+18
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump on Joe Biden and Kamala Harris wanting to raise taxes on Americans by $4 TRILLION https://t.co/4G…,8/13/2020 14:34,9020,0,TRUE,1.29392E+18
Twitter for iPhone,Drug companies which are being forced by me to substantially reduce Drug Prices are taking $millions in ads saying I want to increase Medicare Primiums. Wrong just the opposite! These ads show DRUG PRICES ARE GOING DOWN and they are not happy! False advertising!,8/13/2020 13:56,42338,155449,FALSE,1.29391E+18
Twitter for iPhone,The Fake News Media is giving @KamalaHarris a free pass despite her Radical Left failures and very poor run in the Democrat Primary. There was nobody meaner or more condescending to Slow Joe not even me and yet she quickly evaporated down to almost zero in the polls. Bad!,8/13/2020 11:17,29727,120247,FALSE,1.29387E+18
Twitter for iPhone,Very poor morning TV ratings for MSDNC’s Morning Joe headed by a complete Psycho named Joe Scarborough and his ditzy airhead wife Mika and also @CNN headed by complete unknowns. Congratulations to @foxandfriends on dominating the mornings (thank you President Trump!).,8/13/2020 10:44,24293,115652,FALSE,1.29386E+18
Twitter for iPhone,I will be interviewed by @MariaBartiromo on @FoxBusiness this morning at 7:30. A.M. Enjoy!,8/13/2020 10:43,11116,66754,FALSE,1.29386E+18
Twitter for iPhone,RT @realDonaldTrump: https://t.co/jXoffXyZed,8/13/2020 2:05,81104,0,TRUE,1.29373E+18
Twitter for iPhone,RT @realDonaldTrump: https://t.co/IlYgFXtpPq,8/13/2020 2:01,75649,0,TRUE,1.29373E+18
Twitter for iPhone,RT @realDonaldTrump: 96% Approval Rating in the Republican Party. Thank you! Also leading in most swing states!,8/13/2020 2:00,40625,0,TRUE,1.29373E+18
Twitter for iPhone,https://t.co/36b2xC1GZf,8/13/2020 1:35,95642,352930,FALSE,1.29372E+18
Twitter for iPhone,RT @WhiteHouse: LIVE: President @realDonaldTrump holds a news conference https://t.co/2wqYwLWg5H,8/12/2020 21:57,8276,0,TRUE,1.29367E+18
Twitter for iPhone,RT @WhiteHouse: LIVE: President @realDonaldTrump delivers remarks on getting students back to school https://t.co/yKWXYgVYY9,8/12/2020 19:06,9205,0,TRUE,1.29363E+18
Twitter for iPhone,I am sending $15M from @USDOT to beautiful North Dakota! This federal funding will support bus service for people from Bismarck to Grand Forks and several other areas statewide. Congratulations!,8/12/2020 18:45,15570,79569,FALSE,1.29362E+18
Twitter for iPhone,Congrats to Colorado who will be receiving $14.9M in federal infrastructure funds from @USDOT. Happy to support bus service for residents throughout this great state!,8/12/2020 18:45,12336,59367,FALSE,1.29362E+18
Twitter for iPhone,Honored to send $25.9 MILLION in @USDOT funds to the great State of Texas to support bus infrastructure improvements. Congratulations to the MANY Texans who will benefit!,8/12/2020 18:44,13270,62871,FALSE,1.29362E+18
Twitter for iPhone,Big news for Wisconsin! @USDOT is awarding $7.7M in federal infrastructure funds to support bus service for the people of Madison and Milwaukee County!,8/12/2020 18:44,10362,47412,FALSE,1.29362E+18
Twitter for iPhone,Good news for Florida! I’m awarding $27.8M from @USDOT in federal infrastructure funds to five areas including Orlando Jacksonville Ft. Myers/Naples St. Petersburg and Tampa. Happy to support bus service for the people in beautiful Florida!,8/12/2020 18:44,9644,42634,FALSE,1.29362E+18
Twitter for iPhone,Georgia will be receiving $13M in federal infrastructure funds from @USDOT. BIG investment in bus facilities for people in metro Atlanta – must keep people moving safely! @MARTASERVICE,8/12/2020 18:43,7990,36306,FALSE,1.29362E+18
Twitter for iPhone,Big improvements in rural bus service will be on their way to Michigan! I am awarding $27.8M in federal funding through @USDOT to improve bus service statewide. SO important for transit in this great state!,8/12/2020 18:43,8484,38904,FALSE,1.29362E+18
Twitter for iPhone,Sending $8.3M in @USDOT funding to North Carolina for bus and bus facility improvements in Asheville Fayetteville and Chapel Hill. Glad to support bus service in these areas!,8/12/2020 18:43,9599,45222,FALSE,1.29362E+18
Twitter for iPhone,New Hampshire will receive nearly $822K in @USDOT funds for bus service in the city of Nashua. Happy to support @RideBigBlue and keep the people of Nashua moving!,8/12/2020 18:43,7265,33659,FALSE,1.29362E+18
Twitter for iPhone,Congrats to Pennsylvania for receiving $11.5M in federal infrastructure funds from @USDOT. Huge investments in Hazleton and Erie County to improve transit service and bring an economic boost to these areas!,8/12/2020 18:43,9030,40634,FALSE,1.29362E+18
Twitter for iPhone,BIG bucks heading to Illinois! $18.9M in federal infrastructure funds from @USDOT will be awarded to @ConnectTransit @CityLinkPeoria and @PaceSuburbanBus for improvements to bus service in the areas. Congratulations!,8/12/2020 18:43,6798,31609,FALSE,1.29362E+18
Twitter for iPhone,$13.9M is heading to New Orleans in @USDOT funding for @NewOrleansRTA! Happy to support bus service and major fleet improvements for the great people of Louisiana and help them keep moving safely.,8/12/2020 18:43,6909,32218,FALSE,1.29362E+18
Twitter for iPhone,I’m awarding $14.7M in @USDOT funding to New Jersey to support bus infrastructure in @passaic_county. Helping make sure people can move quickly and safely!,8/12/2020 18:42,6980,32752,FALSE,1.29362E+18
Twitter for iPhone,Happy to send $18 MILLION in @USDOT funding to Utah to support their transit infrastructure and improve bus service. Huge and badly needed investment in the Cache Valley Region!,8/12/2020 18:42,8035,38010,FALSE,1.29362E+18
Twitter for iPhone,Bus investments are in the works for the people of Nebraska! I’m sending $13.6M from @USDOT in federal infrastructure funds for improvements to bus service in Omaha. Great news!,8/12/2020 18:42,7667,37203,FALSE,1.29362E+18
Twitter for iPhone,Happy to announce that @USDOT is providing $12.5M in federal infrastructure funds for bus improvements for the great people of Alabama. @huntsvillecity,8/12/2020 18:42,7022,34189,FALSE,1.29362E+18
Twitter for iPhone,Big news Oklahoma! I’m proud to support infrastructure in your state with $13.7 million from @USDOT for bus improvements across the state. SO important for helping people get where they need to go safely.,8/12/2020 18:41,10227,48227,FALSE,1.29362E+18
Twitter for iPhone,Congratulations to Andrew Clyde on a big win last night against a strong opponent in #GA09! An early supporter of ours Andrew will be an incredible Congressman for the people of Georgia!,8/12/2020 16:34,15744,78871,FALSE,1.29359E+18
Twitter for iPhone,Congratulations to future Republican Star Marjorie Taylor Greene on a big Congressional primary win in Georgia against a very tough and smart opponent. Marjorie is strong on everything and never gives up - a real WINNER!,8/12/2020 12:29,19090,91344,FALSE,1.29353E+18
Twitter for iPhone,Watched @billmaher last week for the first time in a long time. He’s totally SHOT looks terrible exhausted gaunt and weak. If there was ever a good reason for no shutdown check out this jerk. He never had much going for him but whatever he did have is missing in action!,8/12/2020 12:11,14018,64460,FALSE,1.29352E+18
Twitter for iPhone,The “suburban housewife” will be voting for me. They want safety &amp; are thrilled that I ended the long running program where low income housing would invade their neighborhood. Biden would reinstall it in a bigger form with Corey Booker in charge! @foxandfriends @MariaBartiromo,8/12/2020 11:59,28322,124635,FALSE,1.29352E+18
Twitter for iPhone,96% Approval Rating in the Republican Party. Thank you! Also leading in most swing states!,8/12/2020 11:44,40649,255963,FALSE,1.29351E+18
Twitter for iPhone,.@KamalaHarris started strong in the Democrat Primaries and finished weak ultimately fleeing the race with almost zero support. That’s the kind of opponent everyone dreams of!,8/12/2020 11:33,32415,160882,FALSE,1.29351E+18
Twitter for iPhone,RT @realDonaldTrump: https://t.co/jXoffXyZed,8/12/2020 11:22,74428,0,TRUE,1.29351E+18
Twitter for iPhone,https://t.co/IlYgFXtpPq,8/12/2020 2:06,75658,194778,FALSE,1.29337E+18
Twitter for iPhone,Sad to see the damage from the derecho in Midwest. 112 mile per hour winds in Midway Iowa! The Federal government is in close coordination with State officials. We are with you all the way - Stay safe and strong!,8/11/2020 23:56,21568,120212,FALSE,1.29334E+18
